sample	interval	gene_exon	log2ratio
SAMPLE_1	3:52678667-52678858	.	-0.007380687
SAMPLE_1	3:52682301-52682516	.	-0.097409741
SAMPLE_1	3:52685708-52685875	.	0.215847572
SAMPLE_1	3:52692165-52692380	.	0.141841324
SAMPLE_1	3:52696101-52696340	.	0.059967039
SAMPLE_1	3:52702456-52702719	.	-0.144758372
SAMPLE_1	3:52712457-52712672	.	0.139488253
SAMPLE_1	3:52713539-52713778	.	-0.089318901
SAMPLE_1	3:54847451-54847630	.	-0.08353415
SAMPLE_1	3:5516055-5516234	.	-0.008379079
SAMPLE_1	3:59116229-59116408	.	-0.285530979
SAMPLE_1	3:61251195-61251374	.	0.141223465
SAMPLE_1	3:63385633-63385812	.	0.146656705
SAMPLE_1	3:65519972-65520151	.	-1.102368651
SAMPLE_1	3:67654362-67654541	.	0.351148225
SAMPLE_1	3:69788693-69788908	.	0.255997831
SAMPLE_1	3:69812935-69813150	.	-0.069035891
SAMPLE_1	3:69915386-69915553	.	0.0428051
SAMPLE_1	3:69928251-69928538	.	-0.2688768
SAMPLE_1	3:69985818-69985961	.	0.034699625
SAMPLE_1	3:69986967-69987206	.	0.181903186
SAMPLE_1	3:69988195-69988386	.	-0.302135934
SAMPLE_1	3:69990339-69990530	.	-0.081507462
SAMPLE_1	3:69998153-69998368	.	0.03902235
SAMPLE_1	3:70000904-70001095	.	-0.02925262
SAMPLE_1	3:70005548-70005739	.	0.231482518
SAMPLE_1	3:70008366-70008629	.	0.030364752
SAMPLE_1	3:70013995-70014402	.	0.220638146
SAMPLE_1	3:73762794-73762973	.	-0.098120629
SAMPLE_1	3:77511227-77511406	.	-0.091576177
SAMPLE_1	3:81259709-81259888	.	0.209910187
SAMPLE_1	3:85008132-85008827	.	0.027658442
SAMPLE_1	3:85009239-85009598	.	0.103365801
SAMPLE_1	3:85775581-85775748	.	-0.03720944
SAMPLE_1	3:85851140-85851403	.	0.234263481
SAMPLE_1	3:85932385-85932648	.	0.077192707
SAMPLE_1	3:85935289-85935528	.	0.223573808
SAMPLE_1	3:85961464-85961751	.	0.013069769
SAMPLE_1	3:85984866-85985057	.	-0.003851479
SAMPLE_1	3:86010564-86010851	.	0.057645842
SAMPLE_1	3:86028266-86028481	.	-0.020260361
SAMPLE_1	3:86114698-86114937	.	0.031614468
SAMPLE_1	3:86115766-86115981	.	0.205199709
SAMPLE_1	3:89156847-89157038	.	0.10658752
SAMPLE_1	3:89176307-89176474	.	0.041244497
SAMPLE_1	3:89259004-89259675	.	0.035438741
SAMPLE_1	3:89390012-89390275	.	-0.135422108
SAMPLE_1	3:89390905-89391240	.	0.023569896
SAMPLE_1	3:89444929-89445168	.	0.196521426
SAMPLE_1	3:89448418-89448705	.	-0.030507979
SAMPLE_1	3:89456362-89456577	.	-0.05666802
SAMPLE_1	3:89457165-89457332	.	-0.053037622
SAMPLE_1	3:89462234-89462473	.	0.068722801
SAMPLE_1	3:89468304-89468591	.	-0.098679629
SAMPLE_1	3:89478203-89478370	.	0.142610818
SAMPLE_1	3:89480249-89480560	.	-0.175617347
SAMPLE_1	3:89498318-89498581	.	-0.050389957
SAMPLE_1	3:89499268-89499579	.	0.042707754
SAMPLE_1	3:89521560-89521823	.	0.091136019
SAMPLE_1	3:89528492-89528707	.	0.161162609
SAMPLE_1	3:93519106-93519285	.	0.139549237
SAMPLE_1	3:95548544-95548723	.	-0.061120152
SAMPLE_1	3:98558532-98558711	.	0.286468846
SAMPLE_1	4:102049629-102049808	.	-0.612608751
SAMPLE_1	4:104080607-104080786	.	-0.103203903
SAMPLE_1	4:106111527-106111742	.	-0.309503555
SAMPLE_1	4:106155050-106158601	.	0.089392146
SAMPLE_1	4:106162447-106162638	.	0.061740035
SAMPLE_1	4:106163942-106164133	.	-0.060440362
SAMPLE_1	4:106164675-106164986	.	-0.01424922
SAMPLE_1	4:106180719-106180982	.	-0.105521893
SAMPLE_1	4:106182865-106183056	.	-0.037060156
SAMPLE_1	4:106190716-106190955	.	-0.176579156
SAMPLE_1	4:106193718-106194077	.	0.277096053
SAMPLE_1	4:106196197-106197684	.	0.042988826
SAMPLE_1	4:109137918-109138037	.	-0.063317724
SAMPLE_1	4:112078210-112078389	.	0.08980441
SAMPLE_1	4:115018543-115018722	.	-0.091773144
SAMPLE_1	4:117958680-117958859	.	0.070109078
SAMPLE_1	4:120899360-120899539	.	-1.246523796
SAMPLE_1	4:123839844-123840023	.	0.010940989
SAMPLE_1	4:126780378-126780557	.	-0.24555954
SAMPLE_1	4:129720875-129720994	.	-1.356044341
SAMPLE_1	4:132661431-132661610	.	-0.726358669
SAMPLE_1	4:138542163-138542342	.	0.411019617
SAMPLE_1	4:141482446-141482625	.	-0.612279189
SAMPLE_1	4:144422905-144423084	.	0.490490266
SAMPLE_1	4:147363264-147363443	.	0.593048078
SAMPLE_1	4:15017433-15017612	.	0.069098048
SAMPLE_1	4:150303673-150303852	.	-0.08925073
SAMPLE_1	4:153244023-153244310	.	0.10986414
SAMPLE_1	4:153245285-153245596	.	0.130807238
SAMPLE_1	4:153247151-153247390	.	0.086987222
SAMPLE_1	4:153249307-153249594	.	-0.050823564
SAMPLE_1	4:153250773-153250988	.	0.097703245
SAMPLE_1	4:153251832-153252071	.	-0.18813262
SAMPLE_1	4:153253690-153253929	.	0.052902854
SAMPLE_1	4:153258901-153259140	.	-0.13082857
SAMPLE_1	4:153268033-153268272	.	-0.397300318
SAMPLE_1	4:153269770-153269937	.	0.102682348
SAMPLE_1	4:153271139-153271330	.	-0.238671739
SAMPLE_1	4:153273620-153273883	.	-0.224185166
SAMPLE_1	4:153303282-153303545	.	0.031875727
SAMPLE_1	4:153332453-153332956	.	-0.056301756
SAMPLE_1	4:155644478-155644657	.	0.600926833
SAMPLE_1	4:157956041-157956220	.	0.003082035
SAMPLE_1	4:160267653-160267832	.	-0.074297977
SAMPLE_1	4:162579167-162579346	.	0.125304656
SAMPLE_1	4:164890804-164890983	.	0.430280245
SAMPLE_1	4:167202342-167202521	.	-0.036708356
SAMPLE_1	4:169513929-169514108	.	-0.114793269
SAMPLE_1	4:17041630-17041809	.	0.426303968
SAMPLE_1	4:171825418-171825597	.	-0.094001642
SAMPLE_1	4:176448617-176448796	.	0.238035145
SAMPLE_1	4:1795608-1795823	.	0.184468482
SAMPLE_1	4:1800972-1801259	.	-0.090736964
SAMPLE_1	4:1801417-1801596	.	0.32565055
SAMPLE_1	4:1803035-1803305	.	0.158531623
SAMPLE_1	4:1803306-1803516	.	0.453148896
SAMPLE_1	4:1803517-1803800	.	0.381208289
SAMPLE_1	4:1804584-1804847	.	0.202357772
SAMPLE_1	4:1805359-1805622	.	0.045143133
SAMPLE_1	4:1806008-1806295	.	-0.063642704
SAMPLE_1	4:1806490-1806753	.	-0.039069087
SAMPLE_1	4:1807023-1807245	.	0.161666122
SAMPLE_1	4:1807246-1807437	.	0.200086337
SAMPLE_1	4:1807438-1807715	.	0.37926384
SAMPLE_1	4:1807719-1807942	.	0.061421762
SAMPLE_1	4:1807943-1808102	.	-0.101326866
SAMPLE_1	4:1808222-1808461	.	-0.032479821
SAMPLE_1	4:1808501-1808716	.	0.294748847
SAMPLE_1	4:1808717-1808784	.	0.094167331
SAMPLE_1	4:1808785-1809439	.	0.104636576
SAMPLE_1	4:181071718-181071897	.	0.08712029
SAMPLE_1	4:183383288-183383407	.	-0.450511551
SAMPLE_1	4:183383461-183383640	.	0.086717101
SAMPLE_1	4:185694868-185695047	.	0.338143303
SAMPLE_1	4:188006443-188006622	.	0.098960447
SAMPLE_1	4:19065728-19065907	.	0.207943109
SAMPLE_1	4:21089949-21090128	.	-0.241261437
SAMPLE_1	4:25138236-25138355	.	0.66668792
SAMPLE_1	4:30808862-30809041	.	0.000206114
SAMPLE_1	4:34455167-34455346	.	-0.12012353
SAMPLE_1	4:38101522-38101701	.	0.019865957
SAMPLE_1	4:4098998-4099177	.	0.134094471
SAMPLE_1	4:41747812-41747991	.	0.113632669
SAMPLE_1	4:41747992-41748171	.	1.025178079
SAMPLE_1	4:41748172-41748351	.	0.262511311
SAMPLE_1	4:41749316-41749603	.	0.232211337
SAMPLE_1	4:41749611-41749778	.	0.278414815
SAMPLE_1	4:41750375-41750638	.	0.065911815
SAMPLE_1	4:45089480-45089659	.	0.291582216
SAMPLE_1	4:48428257-48428436	.	-0.686533812
SAMPLE_1	4:49085227-49085406	.	-0.464461481
SAMPLE_1	4:52688995-52689174	.	0.369365752
SAMPLE_1	4:55106161-55106340	.	-0.77589399
SAMPLE_1	4:55124870-55125037	.	0.204219323
SAMPLE_1	4:55127253-55127588	.	-0.006485997
SAMPLE_1	4:55129823-55130134	.	-0.098013344
SAMPLE_1	4:55131031-55131270	.	0.089620319
SAMPLE_1	4:55133398-55133673	.	0.139291319
SAMPLE_1	4:55133674-55133957	.	0.154653137
SAMPLE_1	4:55136750-55136965	.	0.315946748
SAMPLE_1	4:55138504-55138743	.	0.062802342
SAMPLE_1	4:55139645-55139956	.	0.250912931
SAMPLE_1	4:55140649-55140840	.	0.199568498
SAMPLE_1	4:55140841-55140953	.	0.295208616
SAMPLE_1	4:55140954-55141193	.	0.293492047
SAMPLE_1	4:55141194-55143498	.	0.082622075
SAMPLE_1	4:55143499-55143714	.	0.18980937
SAMPLE_1	4:55144010-55144225	.	-0.002656876
SAMPLE_1	4:55144474-55144737	.	-0.049647782
SAMPLE_1	4:55144928-55145119	.	0.304212354
SAMPLE_1	4:55146434-55146697	.	0.004845163
SAMPLE_1	4:55151488-55151703	.	0.187010534
SAMPLE_1	4:55151949-55152188	.	0.106406514
SAMPLE_1	4:55153545-55153760	.	0.274264642
SAMPLE_1	4:55154908-55155121	.	0.019526127
SAMPLE_1	4:55155122-55155336	.	0.099821346
SAMPLE_1	4:55156469-55156732	.	0.045115806
SAMPLE_1	4:55161234-55161497	.	0.010244158
SAMPLE_1	4:55524131-55524298	.	0.154873807
SAMPLE_1	4:55561669-55561956	.	0.154313765
SAMPLE_1	4:55564447-55564734	.	-0.164909834
SAMPLE_1	4:55565744-55565983	.	0.052763256
SAMPLE_1	4:55569830-55570117	.	-0.045959368
SAMPLE_1	4:55573215-55573502	.	0.084711316
SAMPLE_1	4:55575540-55575755	.	0.063494499
SAMPLE_1	4:55589699-55589914	.	0.034657966
SAMPLE_1	4:55591964-55592275	.	-0.128681735
SAMPLE_1	4:55593329-55593536	.	-0.004934709
SAMPLE_1	4:55593537-55593764	.	-0.147370439
SAMPLE_1	4:55593933-55594135	.	0.123358051
SAMPLE_1	4:55594136-55594339	.	0.036811685
SAMPLE_1	4:55595444-55595707	.	0.018089768
SAMPLE_1	4:55597444-55597635	.	0.165676884
SAMPLE_1	4:55597981-55598220	.	-0.345968938
SAMPLE_1	4:55599177-55599416	.	-0.135336468
SAMPLE_1	4:55602612-55602827	.	0.139439901
SAMPLE_1	4:55602829-55603044	.	0.171641656
SAMPLE_1	4:55603286-55603501	.	0.06672141
SAMPLE_1	4:55604539-55604778	.	-0.004431476
SAMPLE_1	4:55946099-55946338	.	0.059663365
SAMPLE_1	4:55948070-55948261	.	-0.081303468
SAMPLE_1	4:55948645-55948860	.	-0.062765481
SAMPLE_1	4:55953718-55953981	.	0.082014446
SAMPLE_1	4:55954980-55955195	.	0.040730169
SAMPLE_1	4:55955483-55955698	.	0.061448538
SAMPLE_1	4:55955806-55956021	.	0.025701716
SAMPLE_1	4:55956064-55956303	.	0.028668823
SAMPLE_1	4:55958725-55958940	.	0.035579339
SAMPLE_1	4:55960914-55961177	.	0.142906205
SAMPLE_1	4:55961692-55961883	.	-0.04242856
SAMPLE_1	4:55962345-55962560	.	-0.106997379
SAMPLE_1	4:55963773-55963988	.	-0.086917211
SAMPLE_1	4:55964252-55964491	.	0.162165132
SAMPLE_1	4:55964809-55965024	.	0.017095541
SAMPLE_1	4:55968010-55968249	.	-0.098032959
SAMPLE_1	4:55968470-55968733	.	0.062968328
SAMPLE_1	4:55970801-55971160	.	0.156454658
SAMPLE_1	4:55971945-55972160	.	0.226240429
SAMPLE_1	4:55972796-55973035	.	0.099374315
SAMPLE_1	4:55973850-55974113	.	-0.029130646
SAMPLE_1	4:55976520-55976776	.	0.012391682
SAMPLE_1	4:55976777-55976985	.	-0.158528865
SAMPLE_1	4:55979416-55979703	.	-0.044867893
SAMPLE_1	4:55980243-55980482	.	-0.051373175
SAMPLE_1	4:55980981-55981268	.	-0.012108026
SAMPLE_1	4:55981393-55981632	.	0.155688932
SAMPLE_1	4:55984713-55985024	.	0.066644623
SAMPLE_1	4:55987215-55987406	.	0.063412739
SAMPLE_1	4:55991343-55991510	.	-0.127130951
SAMPLE_1	4:58541036-58541215	.	0.22746402
SAMPLE_1	4:63640219-63640398	.	0.171027234
SAMPLE_1	4:6388965-6389144	.	0.64358303
SAMPLE_1	4:66189777-66189992	.	0.041881098
SAMPLE_1	4:66197635-66197898	.	-0.06946763
SAMPLE_1	4:66201591-66201902	.	0.087749138
SAMPLE_1	4:66213715-66213978	.	0.184664196
SAMPLE_1	4:66217056-66217367	.	0.196916726
SAMPLE_1	4:66218707-66218874	.	0.01462095
SAMPLE_1	4:66230684-66230971	.	-0.120573648
SAMPLE_1	4:66231593-66231832	.	0.057898161
SAMPLE_1	4:66233025-66233192	.	-0.090334363
SAMPLE_1	4:66242665-66242832	.	-0.191646878
SAMPLE_1	4:66270037-66270252	.	0.475021298
SAMPLE_1	4:66279950-66280213	.	0.140591392
SAMPLE_1	4:66286101-66286340	.	-0.066368666
SAMPLE_1	4:66356095-66356430	.	0.163920633
SAMPLE_1	4:66361052-66361315	.	-0.102651243
SAMPLE_1	4:66467355-66468026	.	-0.118695789
SAMPLE_1	4:66509029-66509196	.	0.272973236
SAMPLE_1	4:66535226-66535513	.	0.560018852
SAMPLE_1	4:70075634-70075813	.	-0.232382032
SAMPLE_1	4:77677966-77678145	.	0.224258755
SAMPLE_1	4:79708981-79709160	.	-0.086367093
SAMPLE_1	4:81739898-81740077	.	0.150260273
SAMPLE_1	4:83770938-83771117	.	-0.152822379
SAMPLE_1	4:8678981-8679160	.	0.21771815
SAMPLE_1	4:87832929-87833048	.	-1.155689904
SAMPLE_1	4:89863761-89863940	.	0.190660412
SAMPLE_1	4:91894813-91894992	.	0.659035385
SAMPLE_1	4:93925766-93925945	.	0.005565229
SAMPLE_1	4:97987673-97987852	.	-0.148211693
SAMPLE_1	5:100229879-100230058	.	-0.02456083
SAMPLE_1	5:103183314-103183493	.	0.325712239
SAMPLE_1	5:106136651-106136830	.	0.038506446
SAMPLE_1	5:109090037-109090216	.	-0.055190087
SAMPLE_1	5:112043365-112043628	.	0.224463855
SAMPLE_1	5:112090535-112090774	.	0.140187908
SAMPLE_1	5:112101969-112102160	.	-0.024876132
SAMPLE_1	5:112102831-112103142	.	-0.057405729
SAMPLE_1	5:112111272-112111487	.	0.162250207
SAMPLE_1	5:112116436-112116651	.	-0.104322608
SAMPLE_1	5:112128089-112128280	.	0.163692283
SAMPLE_1	5:112136920-112137135	.	-0.057061741
SAMPLE_1	5:112145766-112145909	.	0.276026172
SAMPLE_1	5:112151133-112151348	.	-0.046803183
SAMPLE_1	5:112154660-112155043	.	-0.052479809
SAMPLE_1	5:112157545-112157736	.	-0.09960417
SAMPLE_1	5:112162755-112162994	.	0.000537834
SAMPLE_1	5:112163569-112163760	.	0.053136329
SAMPLE_1	5:112164503-112164718	.	-0.03356398
SAMPLE_1	5:112170599-112170910	.	0.009202668
SAMPLE_1	5:112173249-112179824	.	0.041875995
SAMPLE_1	5:116836503-116836682	.	-0.00311922
SAMPLE_1	5:119164912-119165091	.	0.187923941
SAMPLE_1	5:121493222-121493401	.	0.022589261
SAMPLE_1	5:1253787-1254002	.	-0.043632506
SAMPLE_1	5:1254432-1254671	.	0.101396486
SAMPLE_1	5:1255344-1255583	.	0.223386588
SAMPLE_1	5:1258660-1258827	.	0.209452838
SAMPLE_1	5:1260532-1260771	.	0.303630028
SAMPLE_1	5:126149991-126150170	.	-0.209265677
SAMPLE_1	5:1264469-1264756	.	0.376356687
SAMPLE_1	5:1266531-1266698	.	0.519206489
SAMPLE_1	5:1268584-1268799	.	0.420401293
SAMPLE_1	5:1271181-1271372	.	0.358082086
SAMPLE_1	5:1272252-1272443	.	0.204513566
SAMPLE_1	5:1278702-1278965	.	0.093133084
SAMPLE_1	5:1279352-1279639	.	0.317033331
SAMPLE_1	5:1280219-1280506	.	0.241538856
SAMPLE_1	5:1282486-1282797	.	0.117115133
SAMPLE_1	5:128478375-128478554	.	-0.389903681
SAMPLE_1	5:1293421-1294788	.	0.085315893
SAMPLE_1	5:1294875-1295114	.	0.358101273
SAMPLE_1	5:130806661-130806840	.	-0.169641145
SAMPLE_1	5:133135107-133135286	.	0.110066084
SAMPLE_1	5:135463454-135463633	.	0.300538381
SAMPLE_1	5:13570784-13570963	.	0.341634449
SAMPLE_1	5:137791792-137791971	.	-0.395744535
SAMPLE_1	5:140120052-140120171	.	-0.068867891
SAMPLE_1	5:140120216-140120395	.	-0.215057665
SAMPLE_1	5:142448570-142448749	.	-0.007419066
SAMPLE_1	5:144776893-144777072	.	-0.203324907
SAMPLE_1	5:147105264-147105443	.	0.000714956
SAMPLE_1	5:149433578-149433835	.	0.016042961
SAMPLE_1	5:149433836-149434046	.	-0.041676965
SAMPLE_1	5:149434742-149434957	.	0.171658237
SAMPLE_1	5:149435537-149435740	.	0.015537077
SAMPLE_1	5:149435741-149435962	.	0.168815832
SAMPLE_1	5:149436791-149437006	.	-0.325127122
SAMPLE_1	5:149437015-149437206	.	-0.178913789
SAMPLE_1	5:149437721-149437936	.	0.161494073
SAMPLE_1	5:149439212-149439475	.	0.150730668
SAMPLE_1	5:149440372-149440587	.	0.129257278
SAMPLE_1	5:149440999-149441221	.	-0.131208535
SAMPLE_1	5:149441222-149441468	.	0.008532688
SAMPLE_1	5:149446535-149446798	.	0.012817934
SAMPLE_1	5:149447728-149447943	.	0.109209007
SAMPLE_1	5:149449387-149449674	.	0.116003207
SAMPLE_1	5:149449685-149449924	.	-0.093749287
SAMPLE_1	5:149449969-149450184	.	-0.054514155
SAMPLE_1	5:149452804-149453115	.	0.110819138
SAMPLE_1	5:149456787-149457050	.	-0.06027969
SAMPLE_1	5:149457623-149457862	.	0.093306444
SAMPLE_1	5:149459613-149459900	.	0.163639132
SAMPLE_1	5:149460327-149460590	.	0.087253551
SAMPLE_1	5:149465882-149466049	.	0.104935514
SAMPLE_1	5:149495274-149495561	.	-0.016859325
SAMPLE_1	5:149497177-149497416	.	-0.388572291
SAMPLE_1	5:149498255-149498470	.	0.099602222
SAMPLE_1	5:149498972-149499187	.	-0.100712038
SAMPLE_1	5:149499523-149499738	.	0.117594425
SAMPLE_1	5:149500392-149500631	.	0.060347556
SAMPLE_1	5:149500718-149500933	.	0.168408824
SAMPLE_1	5:149501391-149501654	.	0.190070804
SAMPLE_1	5:149502553-149502816	.	0.223590439
SAMPLE_1	5:149503760-149503975	.	-0.029341613
SAMPLE_1	5:149504234-149504449	.	-0.13054939
SAMPLE_1	5:149504954-149505193	.	-0.030765231
SAMPLE_1	5:149505194-149506033	.	-0.101937159
SAMPLE_1	5:149506034-149506225	.	-0.019114467
SAMPLE_1	5:149506226-149507123	.	-0.042729101
SAMPLE_1	5:149507414-149509269	.	0.036520231
SAMPLE_1	5:149509270-149509581	.	-0.049700763
SAMPLE_1	5:149509582-149510043	.	-0.150761653
SAMPLE_1	5:149510044-149510283	.	-0.359934343
SAMPLE_1	5:149511492-149511707	.	-0.080648323
SAMPLE_1	5:149512253-149512564	.	0.002110016
SAMPLE_1	5:149513092-149513379	.	0.127400225
SAMPLE_1	5:149513388-149513627	.	-0.014795851
SAMPLE_1	5:149514273-149514584	.	0.037159237
SAMPLE_1	5:149515112-149515447	.	0.108097418
SAMPLE_1	5:149516519-149516662	.	0.216159661
SAMPLE_1	5:152049600-152049779	.	0.053778903
SAMPLE_1	5:159648536-159648715	.	-0.03159132
SAMPLE_1	5:162181588-162181767	.	0.469485561
SAMPLE_1	5:164714542-164714721	.	0.312205091
SAMPLE_1	5:167247545-167247724	.	0.080854823
SAMPLE_1	5:169780490-169780969	.	-0.001690958
SAMPLE_1	5:169910005-169910220	.	0.04056885
SAMPLE_1	5:169931523-169931690	.	-0.047755323
SAMPLE_1	5:169988011-169988226	.	-0.128387655
SAMPLE_1	5:170139802-170139945	.	0.416668255
SAMPLE_1	5:170145704-170145943	.	-0.132889751
SAMPLE_1	5:170147276-170147443	.	0.156590885
SAMPLE_1	5:170148703-170148966	.	0.107517312
SAMPLE_1	5:170149663-170149878	.	0.17809216
SAMPLE_1	5:170159748-170159963	.	0.186954394
SAMPLE_1	5:170160787-170160954	.	0.174799688
SAMPLE_1	5:170162715-170162858	.	0.184081696
SAMPLE_1	5:170814898-170815065	.	-0.382816299
SAMPLE_1	5:170816999-170817190	.	0.048904647
SAMPLE_1	5:170818261-170818476	.	0.050932483
SAMPLE_1	5:170818661-170818852	.	-0.27959494
SAMPLE_1	5:170818853-170819658	.	-0.1519858
SAMPLE_1	5:170819659-170819869	.	-0.458995972
SAMPLE_1	5:170819870-170820033	.	0.127553971
SAMPLE_1	5:170827102-170827269	.	-0.019900295
SAMPLE_1	5:170827790-170827981	.	0.499459412
SAMPLE_1	5:170832249-170832464	.	0.537996309
SAMPLE_1	5:170833297-170833512	.	-0.16735233
SAMPLE_1	5:170834645-170834836	.	-0.016578224
SAMPLE_1	5:170837478-170837621	.	0.110885175
SAMPLE_1	5:17345981-17346160	.	-0.242204351
SAMPLE_1	5:176516553-176516744	.	-0.276839716
SAMPLE_1	5:176516804-176516995	.	-0.323455049
SAMPLE_1	5:176517391-176517654	.	-0.202852401
SAMPLE_1	5:176517690-176517881	.	0.021144462
SAMPLE_1	5:176517890-176518153	.	0.101124634
SAMPLE_1	5:176518628-176518867	.	0.087870108
SAMPLE_1	5:176519273-176519560	.	0.271329742
SAMPLE_1	5:176519596-176519835	.	-0.145233546
SAMPLE_1	5:176520130-176520370	.	0.074758183
SAMPLE_1	5:176520371-176520561	.	0.065547452
SAMPLE_1	5:176520596-176520835	.	-0.239004775
SAMPLE_1	5:176522278-176522488	.	0.25242995
SAMPLE_1	5:176522489-176522772	.	-0.13070259
SAMPLE_1	5:176522999-176523234	.	-0.12415076
SAMPLE_1	5:176523235-176523406	.	-0.259775639
SAMPLE_1	5:176523554-176523793	.	-0.278481065
SAMPLE_1	5:176524238-176524453	.	-0.212692546
SAMPLE_1	5:176524471-176524734	.	0.19021071
SAMPLE_1	5:179233339-179233650	.	0.329216932
SAMPLE_1	5:179234318-179234653	.	0.064917458
SAMPLE_1	5:179234909-179235436	.	0.005938209
SAMPLE_1	5:179238520-179238735	.	-0.052947439
SAMPLE_1	5:179239064-179240647	.	0.069215883
SAMPLE_1	5:179245918-179246085	.	-0.382273129
SAMPLE_1	5:179247102-179247389	.	0.070357033
SAMPLE_1	5:179247549-179247764	.	-0.032406557
SAMPLE_1	5:179247883-179248194	.	0.350554682
SAMPLE_1	5:179248451-179248666	.	-0.422801077
SAMPLE_1	5:179249839-179250102	.	-0.026873134
SAMPLE_1	5:179250853-179251092	.	0.065377094
SAMPLE_1	5:179251133-179251372	.	0.038056029
SAMPLE_1	5:179252090-179252281	.	-0.101079074
SAMPLE_1	5:179259983-179260294	.	0.289818391
SAMPLE_1	5:179260529-179260840	.	0.256113432
SAMPLE_1	5:179263427-179263666	.	0.325013657
SAMPLE_1	5:180030135-180030446	.	0.170150951
SAMPLE_1	5:180035073-180035416	.	-0.237649478
SAMPLE_1	5:180035915-180036106	.	-0.047580045
SAMPLE_1	5:180036845-180037084	.	-0.007931051
SAMPLE_1	5:180038273-180038536	.	0.123257895
SAMPLE_1	5:180039451-180039666	.	0.006587177
SAMPLE_1	5:180039953-180040168	.	-0.075807704
SAMPLE_1	5:180041016-180041231	.	-0.107442572
SAMPLE_1	5:180043308-180043547	.	0.08132462
SAMPLE_1	5:180043851-180044042	.	-0.20146919
SAMPLE_1	5:180045713-180045970	.	-0.223547327
SAMPLE_1	5:180045971-180046160	.	0.541155453
SAMPLE_1	5:180046202-180046546	.	0.115478243
SAMPLE_1	5:180046609-180046824	.	0.230219649
SAMPLE_1	5:180047121-180047360	.	-0.088382551
SAMPLE_1	5:180047554-180047769	.	0.286902408
SAMPLE_1	5:180047822-180048056	.	-0.14704097
SAMPLE_1	5:180048057-180048310	.	0.006643737
SAMPLE_1	5:180048531-180048914	.	-0.048320345
SAMPLE_1	5:180049677-180049892	.	0.097301309
SAMPLE_1	5:180050878-180051117	.	0.197037567
SAMPLE_1	5:180052818-180053070	.	-0.133330722
SAMPLE_1	5:180053071-180053319	.	-0.011820089
SAMPLE_1	5:180055833-180056048	.	-0.077692024
SAMPLE_1	5:180056199-180056486	.	-0.055918223
SAMPLE_1	5:180056646-180056885	.	0.24544225
SAMPLE_1	5:180056892-180057155	.	-0.131307019
SAMPLE_1	5:180057173-180057388	.	0.047627918
SAMPLE_1	5:180057545-180057808	.	-0.139722417
SAMPLE_1	5:180058622-180058837	.	-0.596527539
SAMPLE_1	5:180076433-180076600	.	0.190933509
SAMPLE_1	5:180663926-180664093	.	-0.078908415
SAMPLE_1	5:180664132-180664371	.	0.144996026
SAMPLE_1	5:180664511-180664774	.	0.119376762
SAMPLE_1	5:180665049-180665288	.	-0.095179817
SAMPLE_1	5:180666014-180666229	.	0.268576129
SAMPLE_1	5:180666428-180666643	.	-0.156908444
SAMPLE_1	5:180668014-180668205	.	-0.300292701
SAMPLE_1	5:180668358-180668697	.	-0.131710072
SAMPLE_1	5:180669114-180669581	.	0.186576571
SAMPLE_1	5:180669610-180669801	.	0.088770949
SAMPLE_1	5:180670032-180670415	.	0.316105123
SAMPLE_1	5:180670678-180670917	.	-0.027514689
SAMPLE_1	5:180674118-180674381	.	-0.076384324
SAMPLE_1	5:218418-218585	.	-0.672981928
SAMPLE_1	5:220296-220511	.	-0.011004865
SAMPLE_1	5:223544-223735	.	-0.025747421
SAMPLE_1	5:224424-224687	.	0.047587928
SAMPLE_1	5:225486-225725	.	-0.121998217
SAMPLE_1	5:225948-226211	.	0.021241327
SAMPLE_1	5:227686-227925	.	0.069906088
SAMPLE_1	5:228242-228505	.	-0.137935988
SAMPLE_1	5:230933-231172	.	-0.194547943
SAMPLE_1	5:23308228-23308407	.	0.294910325
SAMPLE_1	5:233532-233819	.	0.120922314
SAMPLE_1	5:235201-235512	.	0.085712828
SAMPLE_1	5:236485-236772	.	0.046804495
SAMPLE_1	5:240424-240639	.	0.426829387
SAMPLE_1	5:251055-251270	.	0.045611803
SAMPLE_1	5:251398-251637	.	-0.157281381
SAMPLE_1	5:253063-253254	.	0.238840569
SAMPLE_1	5:254415-254678	.	-0.045540635
SAMPLE_1	5:25495102-25495221	.	-0.037661391
SAMPLE_1	5:256443-256802	.	0.009598703
SAMPLE_1	5:27682027-27682206	.	0.18391426
SAMPLE_1	5:29868794-29868973	.	0.260841418
SAMPLE_1	5:32055576-32055755	.	0.009976916
SAMPLE_1	5:36429323-36429442	.	-0.633012503
SAMPLE_1	5:38616352-38616531	.	0.262060801
SAMPLE_1	5:42262275-42262454	.	0.219936478
SAMPLE_1	5:45908099-45908278	.	0.233288514
SAMPLE_1	5:51009774-51009953	.	-0.178223612
SAMPLE_1	5:53560611-53560790	.	-0.051811007
SAMPLE_1	5:56111387-56111896	.	0.003881195
SAMPLE_1	5:56152370-56152633	.	-0.076643342
SAMPLE_1	5:56155486-56155797	.	-0.03705791
SAMPLE_1	5:56160505-56160816	.	0.038333351
SAMPLE_1	5:56161117-56161332	.	-0.110273031
SAMPLE_1	5:56161598-56161861	.	-0.204742195
SAMPLE_1	5:56167678-56167917	.	-0.110305019
